"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02002821","Allenton & Osmaston","High heat and enhanced risk","Highest heat risk",2,0,2,865,441,1
"E02002822","Sunny Hill","High heat, not enhanced risk","Medium heat risk",0,0,0,464,697,6
"E02002823","Boulton","High heat, not enhanced risk","Medium heat risk",1,0,1,418,810,2
"E02002824","Sinfin","High heat and enhanced risk","Highest heat risk",1,0,2,719,573,3
"E02002825","Chellaston West & Shelton Lock","Lower heat risk","Medium heat risk",5,0,1,410,838,3
"E02002826","Chellaston East","High heat, not enhanced risk","Lowest heat risk",0,0,3,354,479,7
"E02004068","Hathersage, Bradwell & Tideswell","High heat, not enhanced risk","Lowest heat risk",1,0,3,255,909,9
"E02004069","Bakewell North, Baslow & Calver","High heat, not enhanced risk","Lowest heat risk",1,0,2,169,941,8
"E02004072","Matlock North","High heat, not enhanced risk","Lowest heat risk",6,1,1,339,1247,6
"E02004073","Matlock South, Cromford & Winster","High heat, not enhanced risk","Medium heat risk",1,0,0,297,1055,7
"E02004074","Wirksworth","High heat, not enhanced risk","Lowest heat risk",0,0,1,174,664,7
"E02004075","Ashbourne North, Dovedale & Carsington","High heat, not enhanced risk","Medium heat risk",1,0,2,230,917,7
"E02004076","Ashbourne South","High heat, not enhanced risk","Lowest heat risk",2,0,3,423,780,8
"E02004077","Doveridge, Brailsford & Bradley","High heat, not enhanced risk","Lowest heat risk",2,0,1,292,863,10
"E02007029","Bakewell South, Darley Dale & Youlgreave","High heat, not enhanced risk","Lowest heat risk",6,0,1,403,1483,8
"E02001539","Moorends","High heat and enhanced risk","Highest heat risk",0,0,2,459,350,2
"E02001540","Askern, Campsall & Norton","High heat, not enhanced risk","Medium heat risk",2,0,0,644,981,3
"E02001541","Thorne","High heat and enhanced risk","Highest heat risk",8,0,3,583,1135,1
"E02001542","Stainforth","High heat and enhanced risk","Highest heat risk",3,0,1,482,578,2
"E02001543","Carcroft","High heat and enhanced risk","Highest heat risk",2,0,1,478,693,2
"E02001544","Hatfield West","High heat, not enhanced risk","Medium heat risk",1,0,1,412,716,2
"E02001545","Kirk Sandall & Barnby Dun","High heat, not enhanced risk","Lowest heat risk",0,0,0,368,958,7
"E02001546","Hatfield East","High heat, not enhanced risk","Lowest heat risk",3,0,3,320,803,5
"E02001547","Adwick le Street & Woodlands","High heat and enhanced risk","Highest heat risk",2,0,1,679,614,1
"E02001548","Bentley & Toll Bar","High heat and enhanced risk","Highest heat risk",2,1,1,647,432,1
"E02001549","Edenthorpe & Mere Lane","High heat, not enhanced risk","Lowest heat risk",0,0,2,292,553,6
"E02001550","Scawthorpe","High heat, not enhanced risk","Medium heat risk",1,0,1,391,594,6
"E02001551","Bentley Rise","High heat and enhanced risk","Highest heat risk",1,0,1,311,408,3
"E02001552","Armthorpe North","High heat, not enhanced risk","Medium heat risk",3,0,1,454,515,2
"E02001553","Wheatley Hills","High heat, not enhanced risk","Medium heat risk",0,0,1,686,730,3
"E02001554","Cusworth","High heat, not enhanced risk","Lowest heat risk",0,0,0,270,676,8
"E02001555","Armthorpe South","High heat, not enhanced risk","Lowest heat risk",2,0,0,180,665,6
"E02001556","Intake","High heat and enhanced risk","Highest heat risk",1,2,4,551,519,3
"E02001557","Belle Vue & Town Fields","High heat and enhanced risk","Highest heat risk",10,0,2,453,613,1
"E02001558","Cadeby, Hickleton & Hampole","High heat, not enhanced risk","Medium heat risk",1,0,1,202,796,7
"E02001559","Sprotbrough","High heat, not enhanced risk","Lowest heat risk",2,2,2,322,848,6
"E02001560","Central Doncaster & Hyde Park","High heat and enhanced risk","Highest heat risk",1,0,2,772,305,2
"E02001561","Hexthorpe & Balby North","High heat and enhanced risk","Highest heat risk",2,1,1,428,308,1
"E02001562","Cantley Park","High heat, not enhanced risk","Medium heat risk",2,0,1,305,571,5
"E02001563","Bessacarr Bawtry Road","High heat, not enhanced risk","Medium heat risk",4,0,3,366,1010,6
"E02001564","Old Cantley, Auckley & Finningley","High heat, not enhanced risk","Lowest heat risk",0,0,1,377,900,9
"E02001565","Bessacarr Grange & Lakeside","High heat, not enhanced risk","Lowest heat risk",3,0,0,399,776,8
"E02001566","Balby Carr","High heat, not enhanced risk","Medium heat risk",0,1,5,569,287,3
"E02001567","Balby South","High heat and enhanced risk","Highest heat risk",6,0,0,535,625,2
"E02001568","Mexborough East","High heat and enhanced risk","Highest heat risk",1,0,1,520,469,2
"E02001569","Mexborough West","High heat and enhanced risk","Highest heat risk",2,3,1,597,615,1
"E02001570","Conisbrough North","High heat and enhanced risk","Highest heat risk",4,0,3,400,564,1
"E02001571","Warmsworth, Braithwell & Stainton","High heat, not enhanced risk","Medium heat risk",0,0,0,274,643,7
"E02001572","Edlington","High heat and enhanced risk","Highest heat risk",4,0,1,493,502,1
"E02001573","Conisbrough South","High heat, not enhanced risk","Medium heat risk",1,0,0,479,536,3
"E02001574","Rossington","High heat, not enhanced risk","Lowest heat risk",0,0,1,246,538,7
"E02001575","New Rossington","High heat and enhanced risk","Highest heat risk",2,0,2,595,459,1
"E02001576","Bawtry, Austerfield & Hayfield","High heat, not enhanced risk","Lowest heat risk",0,0,2,427,512,7
"E02001577","Tickhill & Wadworth","High heat, not enhanced risk","Medium heat risk",2,0,3,228,1094,7
"E02004255","Gillingham","Lower heat risk","Medium heat risk",3,0,1,270,1082,7
"E02004256","Gillingham Outer, Bourton & Motcombe","Lower heat risk","Lowest heat risk",1,0,2,344,1103,9
"E02004257","Shaftesbury","Lower heat risk","Medium heat risk",2,0,2,488,1033,6
"E02004269","Sherborne","High heat, not enhanced risk","Medium heat risk",7,1,2,420,1931,6
"E02004258","Sturminster Newton & Stalbridge","Lower heat risk","Medium heat risk",4,0,2,352,1589,9
"E02004259","Child Okeford & Iwerne Minster","Lower heat risk","Lowest heat risk",1,0,3,196,981,9
"E02004243","Alderholt & Sixpenny Handley","Lower heat risk","Lowest heat risk",1,0,2,237,678,10
"E02004270","Yetminster, Bradford Abbas & Longburton","Lower heat risk","Medium heat risk",1,0,3,303,1103,9
"E02004260","Blandford Outer & Tarrants","Lower heat risk","Lowest heat risk",1,0,2,439,830,10
"E02004244","East Verwood","Lower heat risk","Lowest heat risk",1,0,1,344,1023,9
"E02004261","Blandford Forum Town","High heat, not enhanced risk","Medium heat risk",5,1,2,465,1170,5
"E02004245","West Verwood","Lower heat risk","Lowest heat risk",2,0,2,355,971,8
"E02004247","Sturminster Marshall & Crichel","Lower heat risk","Lowest heat risk",0,0,2,192,684,10
"E02004262","Milborne, Winterborne & Okeford Fitzpaine","Lower heat risk","Lowest heat risk",0,0,0,255,856,10
"E02004246","St Leonards","Lower heat risk","Lowest heat risk",4,0,3,263,1444,9
"E02004248","West Moors","Lower heat risk","Lowest heat risk",5,0,2,227,1681,9
"E02004249","Colehill","Lower heat risk","Lowest heat risk",1,0,4,315,696,10
"E02004250","Ferndown Town","Lower heat risk","Medium heat risk",6,0,1,270,1547,8
"E02004271","Beaminster, Maiden Newton & Halstock","Lower heat risk","Medium heat risk",1,0,2,343,1517,8
"E02004251","Ferndown West & Canford Bottom","Lower heat risk","Lowest heat risk",3,0,3,262,955,9
"E02004252","Wimborne Minster","Lower heat risk","Medium heat risk",3,1,4,431,1222,6
"E02004272","Charlton Down, Cerne Abbas & Puddletown","Lower heat risk","Lowest heat risk",4,1,2,528,1540,7
"E02004273","Lyme Regis, Charmouth & Marshwood Vale","Lower heat risk","Medium heat risk",4,0,0,164,1281,8
"E02004253","Parley & Hampreston","Lower heat risk","Lowest heat risk",8,0,2,324,1989,10
"E02004254","Corfe Mullen","Lower heat risk","Lowest heat risk",1,0,6,495,1094,8
"E02004274","Bridport North","Lower heat risk","Medium heat risk",2,0,3,212,934,6
"E02004263","Bere Regis & Lytchett Matravers","Lower heat risk","Lowest heat risk",1,0,0,270,703,8
"E02004264","Upton & Lytchett Minster","Lower heat risk","Lowest heat risk",1,0,4,415,940,6
"E02004275","Burton Bradstock & Chideock","Lower heat risk","Lowest heat risk",1,1,0,249,1095,10
"E02004276","Bridport South & West Bay","Lower heat risk","Medium heat risk",1,0,2,187,1001,6
"E02007006","Dorchester North","Lower heat risk","Highest heat risk",7,1,1,249,1103,4
"E02007007","Poundbury & Dorchester West","Lower heat risk","Medium heat risk",3,1,3,277,901,4
"E02004265","Wareham, Sandford & Holton Heath","Lower heat risk","Lowest heat risk",2,0,4,343,1272,8
"E02004278","Dorchester East","Lower heat risk","Lowest heat risk",0,1,1,393,1059,9
"E02004266","Bovington, Wool & Lulworth","Lower heat risk","Lowest heat risk",0,0,3,381,782,8
"E02004279","Owermoigne, Broadmayne & Winterbourne","Lower heat risk","Lowest heat risk",2,0,0,305,1058,6
"E02004280","Chickerell & Chesil Bank","High heat, not enhanced risk","Lowest heat risk",2,0,3,331,1124,6
"E02004281","Broadwey & Littlemoor","High heat, not enhanced risk","Medium heat risk",1,0,0,418,628,4
"E02004267","Corfe Castle & Langton Matravers","Lower heat risk","Lowest heat risk",0,0,0,156,777,9
"E02004282","Preston & Lodmoor","High heat, not enhanced risk","Lowest heat risk",5,0,2,250,1660,9
"E02004283","Westham North & Radipole","Lower heat risk","Medium heat risk",2,0,2,351,1121,6
"E02004268","Swanage","Lower heat risk","Medium heat risk",5,1,2,309,1577,7
"E02004285","Westham South","Lower heat risk","Medium heat risk",2,1,4,324,816,3
"E02004284","Weymouth Town, Melcombe Regis & Rodwell","Lower heat risk","Highest heat risk",4,2,2,350,1114,2
"E02004286","Weymouth West","Lower heat risk","Medium heat risk",4,0,1,171,555,5
"E02004287","Wyke Regis","Lower heat risk","Medium heat risk",1,0,0,198,608,6
"E02004288","Underhill & The Grove","Lower heat risk","Medium heat risk",0,0,2,239,388,4
"E02004289","Southwell & Weston","Lower heat risk","Medium heat risk",0,0,3,337,786,5
"E02005041","Ash & Wingham","Lower heat risk","Lowest heat risk",2,0,1,250,862,8
"E02005042","Sandwich & Eastry","High heat, not enhanced risk","Lowest heat risk",3,0,4,273,1230,9
"E02005043","Deal North & West","High heat, not enhanced risk","Medium heat risk",6,0,2,262,985,4
"E02005044","Deal East","High heat, not enhanced risk","Medium heat risk",4,0,2,166,884,6
"E02005045","Mill Hill, Upper Deal & Northbourne","High heat, not enhanced risk","Medium heat risk",0,0,2,524,851,5
"E02005046","Aylesham & Elvington","High heat, not enhanced risk","Medium heat risk",0,0,3,733,580,4
"E02005047","Walmer","High heat, not enhanced risk","Medium heat risk",5,0,2,302,971,3
"E02005048","Eythorne & Shepherdswell","High heat, not enhanced risk","Lowest heat risk",6,1,1,226,817,5
"E02005049","Kingsdown & St Margaret's-at-Cliffe","High heat, not enhanced risk","Lowest heat risk",6,0,0,205,1211,8
"E02005050","Kearsney, River & Whitfield","High heat, not enhanced risk","Lowest heat risk",10,0,3,495,1197,4
"E02005051","Buckland & St Radigunds","High heat and enhanced risk","Highest heat risk",4,1,5,870,532,2
"E02005052","Dover East","High heat and enhanced risk","Highest heat risk",7,0,4,473,688,2
"E02005053","Dover West","High heat and enhanced risk","Highest heat risk",3,0,2,637,420,2
"E02005054","Elms Vale & Capel-le-Ferne","High heat, not enhanced risk","Lowest heat risk",2,0,2,235,816,9
"E02002000","Coseley Wallbrook","High heat and enhanced risk","Highest heat risk",1,0,3,600,702,4
"E02002001","Sedgley East","High heat, not enhanced risk","Medium heat risk",0,0,1,249,529,4
"E02002002","Sedgley West","Lower heat risk","Lowest heat risk",2,0,0,291,1250,7
"E02002003","West Coseley","High heat, not enhanced risk","Medium heat risk",2,0,3,458,964,4
"E02002004","Woodsetton","High heat and enhanced risk","Highest heat risk",4,0,0,436,608,3
"E02002005","Dudley Priory & Wrens Nest","High heat and enhanced risk","Highest heat risk",3,0,0,709,482,2
"E02002006","Upper Gornal & Ruiton","High heat and enhanced risk","Highest heat risk",0,0,1,404,484,4
"E02002007","Lower Gornal & The Straits","High heat, not enhanced risk","Medium heat risk",0,0,2,480,1203,6
"E02002008","Dibdale","High heat, not enhanced risk","Lowest heat risk",2,0,1,392,481,5
"E02002009","Kates Hill","High heat and enhanced risk","Highest heat risk",0,0,0,583,295,2
"E02002010","New Dock & Eve Hill","High heat and enhanced risk","Highest heat risk",4,0,3,655,521,1
"E02002011","Kingswinford North","High heat, not enhanced risk","Lowest heat risk",2,0,2,263,753,5
"E02002012","Russell's Hall","High heat and enhanced risk","Highest heat risk",7,2,3,539,744,2
"E02002013","Wall Heath","High heat, not enhanced risk","Medium heat risk",2,0,2,228,941,5
"E02002014","Dixons Green","High heat and enhanced risk","Highest heat risk",3,0,1,644,407,3
"E02002015","Pensett & Kingswinford East","High heat, not enhanced risk","Medium heat risk",1,0,0,447,586,4
"E02002016","Brockmoor & Woodside","High heat and enhanced risk","Highest heat risk",4,0,1,577,615,1
"E02002017","Netherton","High heat and enhanced risk","Highest heat risk",3,0,1,518,605,1
"E02002018","Kingswinford South","High heat, not enhanced risk","Lowest heat risk",1,0,2,330,1224,8
"E02002019","Dudley Wood & Saltwells","High heat and enhanced risk","Highest heat risk",0,0,1,504,598,2
"E02002020","Wordsley & Buckpool","High heat, not enhanced risk","Lowest heat risk",5,1,1,490,1147,5
"E02002021","Brierley Hill","High heat and enhanced risk","Highest heat risk",2,0,5,544,464,1
"E02002022","Hawbush","High heat and enhanced risk","Highest heat risk",3,0,2,605,455,2
"E02002023","Ashwood","High heat, not enhanced risk","Medium heat risk",0,0,0,275,564,7
"E02002024","Quarry Bank","High heat, not enhanced risk","Medium heat risk",2,0,1,534,691,3
"E02002025","Shell Corner & Hurst Green","High heat and enhanced risk","Highest heat risk",2,0,2,629,617,5
"E02002026","Amblecote East","High heat, not enhanced risk","Lowest heat risk",0,0,0,313,604,8
"E02002027","Withymoor Village","High heat, not enhanced risk","Lowest heat risk",1,0,0,207,305,10
"E02002028","Wollaston","High heat, not enhanced risk","Medium heat risk",2,0,0,249,787,6
"E02002029","Quinton West","High heat, not enhanced risk","Medium heat risk",3,0,2,351,747,6
"E02002030","Amblecote West & Stambermill","High heat, not enhanced risk","Medium heat risk",4,1,0,380,564,3
"E02002031","Cradley West & Hayes Lane","High heat, not enhanced risk","Medium heat risk",0,0,2,367,385,4
"E02002032","Cradley East","High heat, not enhanced risk","Medium heat risk",2,1,0,600,751,5
"E02002033","Hawne","High heat, not enhanced risk","Lowest heat risk",2,0,1,351,793,7
"E02002034","Stourbridge Town & Old Quarter","High heat, not enhanced risk","Medium heat risk",1,0,3,359,673,5
"E02002035","Halesowen East","Lower heat risk","Lowest heat risk",2,0,2,291,767,9
"E02002036","Lye & Wynall","High heat and enhanced risk","Highest heat risk",2,0,0,419,480,3
"E02002037","Norton North","High heat, not enhanced risk","Medium heat risk",0,0,1,260,586,8
"E02002038","Halesowen Town","High heat and enhanced risk","Highest heat risk",1,0,2,496,969,7
"E02002039","Oldswinford & Pedmore","High heat, not enhanced risk","Medium heat risk",9,0,1,240,766,7
"E02002040","Norton South","High heat, not enhanced risk","Lowest heat risk",5,0,0,211,809,10
"E02002041","Pedmore Fields","High heat, not enhanced risk","Medium heat risk",1,0,1,284,969,6
"E02002042","Hayley Green","Lower heat risk","Lowest heat risk",1,0,4,334,913,8
"E02000238","Whitton Avenue West","High heat, not enhanced risk","Medium heat risk",1,0,4,681,425,7
"E02000239","Horsenden","High heat, not enhanced risk","Medium heat risk",0,0,2,470,632,10
"E02000240","Northolt West","High heat and enhanced risk","Highest heat risk",0,0,4,690,487,6
"E02000241","Northolt East","High heat and enhanced risk","Highest heat risk",0,0,4,432,391,8
"E02000242","Bilton Road","High heat and enhanced risk","Highest heat risk",0,0,1,340,400,7
"E02000243","Greenford North","High heat and enhanced risk","Highest heat risk",5,0,3,452,547,5
"E02000244","Perivale","High heat, not enhanced risk","Medium heat risk",0,0,4,445,402,10
"E02000245","Northolt South","High heat and enhanced risk","Highest heat risk",0,0,0,735,253,4
"E02000246","Kingshill Avenue","High heat and enhanced risk","Highest heat risk",0,0,5,598,386,7
"E02000247","Greenford West","High heat and enhanced risk","Highest heat risk",2,0,4,698,611,2
"E02000248","Hanger Hill East","High heat and enhanced risk","Highest heat risk",0,0,1,583,439,9
"E02000249","Greenford South","High heat and enhanced risk","Highest heat risk",1,0,3,542,599,4
"E02000250","Pitshanger","High heat, not enhanced risk","Medium heat risk",1,0,2,310,498,8
"E02000251","Greenford Ravenor Park","High heat, not enhanced risk","Medium heat risk",0,0,1,450,455,9
"E02000252","North Acton","High heat and enhanced risk","Highest heat risk",1,0,2,648,481,6
"E02000253","Cuckoo Park","High heat and enhanced risk","Highest heat risk",0,0,4,534,582,6
"E02000254","Southall North","High heat and enhanced risk","Highest heat risk",2,0,0,476,516,3
"E02000255","Drayton Green & Cleveland","High heat and enhanced risk","Highest heat risk",1,0,7,502,591,10
"E02000256","Ealing Broadway West","High heat and enhanced risk","Highest heat risk",2,0,1,519,460,7
"E02000258","Acton Noel Road & Lynton Road","High heat and enhanced risk","Highest heat risk",2,0,2,382,303,7
"E02000259","Brent Valley","High heat, not enhanced risk","Medium heat risk",0,0,2,334,352,10
"E02000260","Southall Park","High heat and enhanced risk","Highest heat risk",3,1,2,530,631,7
"E02000261","East Acton","High heat and enhanced risk","Highest heat risk",1,0,6,747,507,9
"E02000262","Acton Central","High heat and enhanced risk","Highest heat risk",2,0,3,562,353,5
"E02000263","Southall West","High heat and enhanced risk","Highest heat risk",2,0,1,782,657,5
"E02000264","Ealing Common & Twyford Ave","High heat and enhanced risk","Highest heat risk",2,0,4,373,565,5
"E02000265","West Ealing","High heat and enhanced risk","Highest heat risk",1,0,4,663,470,4
"E02000266","Norwood Green North & Windmill Park","High heat and enhanced risk","Highest heat risk",2,1,6,826,478,3
"E02000267","Hanwell","High heat and enhanced risk","Highest heat risk",1,0,4,522,321,6
"E02000268","St Mary's","High heat and enhanced risk","Highest heat risk",2,0,4,466,505,5
"E02000269","Northfields","High heat, not enhanced risk","Medium heat risk",2,0,4,514,396,9
"E02000270","South Acton","High heat and enhanced risk","Highest heat risk",0,0,5,705,262,7
"E02000271","Bedford Park","High heat, not enhanced risk","Medium heat risk",0,0,0,414,323,9
"E02000272","Elthorne Park","High heat, not enhanced risk","Medium heat risk",1,0,2,321,481,7
"E02000275","Norwood Green South","High heat and enhanced risk","Highest heat risk",2,1,2,489,472,2
"E02000276","South Ealing","High heat, not enhanced risk","Medium heat risk",0,1,5,443,342,9
"E02006791","Chiswick North West","High heat and enhanced risk","Highest heat risk",0,0,4,476,286,8
"E02006968","North Ealing","High heat and enhanced risk","Highest heat risk",2,1,1,406,537,10
"E02006969","Ealing Broadway East","High heat and enhanced risk","Highest heat risk",2,0,5,414,267,10
"E02006970","Southall Green East","High heat and enhanced risk","Highest heat risk",0,0,0,458,169,6
"E02006971","Southall Green West","High heat and enhanced risk","Highest heat risk",0,0,1,454,339,6
"E02003732","Littleport","Lower heat risk","Medium heat risk",4,0,0,583,761,5
"E02003733","Little Downham & Sutton","High heat, not enhanced risk","Medium heat risk",1,0,1,477,751,6
"E02003734","North Ely","High heat, not enhanced risk","Lowest heat risk",5,3,3,606,1148,8
"E02003735","South Ely","High heat, not enhanced risk","Lowest heat risk",0,0,4,383,843,10
"E02003736","Haddenham, Stretham & Witchford","High heat, not enhanced risk","Medium heat risk",0,0,4,541,970,9
"E02003737","Soham","High heat, not enhanced risk","Medium heat risk",5,0,1,746,1003,5
"E02003738","Isleham, Fordham & Chippenham","High heat, not enhanced risk","Lowest heat risk",1,0,0,364,554,9
"E02003739","Burwell","High heat, not enhanced risk","Lowest heat risk",1,0,1,301,701,10
"E02003740","Swaffham & Bottisham","High heat, not enhanced risk","Medium heat risk",4,0,1,235,749,4
"E02006825","Dullingham & Cheveley","High heat, not enhanced risk","Medium heat risk",0,0,1,323,667,10
"E02004129","Dunkeswell, Upottery & Stockland","Lower heat risk","Medium heat risk",2,0,1,257,889,9
"E02004130","Honiton North & East","Lower heat risk","Medium heat risk",3,1,0,273,1021,5
"E02004131","Honiton South & West","Lower heat risk","Lowest heat risk",2,0,3,274,744,8
"E02004132","Feniton & Whimple","Lower heat risk","Lowest heat risk",1,0,3,381,964,9
"E02004133","Axminster","Lower heat risk","Medium heat risk",4,1,2,473,1345,8
"E02004135","Kilmington, Colyton & Uplyme","Lower heat risk","Lowest heat risk",7,0,3,229,1390,8
"E02004136","Ottery St Mary & West Hill","Lower heat risk","Lowest heat risk",3,1,4,385,1270,10
"E02004137","Sidbury, Offwell & Beer","Lower heat risk","Lowest heat risk",2,0,1,145,914,7
"E02004138","Seaton","Lower heat risk","Medium heat risk",8,1,1,237,1740,6
"E02004139","Sidmouth Sidford","Lower heat risk","Lowest heat risk",1,0,0,238,1305,9
"E02004140","Sidmouth Town","Lower heat risk","Medium heat risk",5,1,0,111,1517,9
"E02004141","Poppleford, Otterton & Woodbury","Lower heat risk","Lowest heat risk",4,0,1,240,818,10
"E02004142","Clyst, Exton & Lympstone","Lower heat risk","Lowest heat risk",1,0,4,269,745,10
"E02004143","Exmouth Brixington","Lower heat risk","Lowest heat risk",2,0,0,271,889,7
"E02004144","Exmouth Halsdon","Lower heat risk","Lowest heat risk",3,0,2,247,1028,7
"E02004145","Budleigh Salterton","Lower heat risk","Medium heat risk",3,0,1,136,1421,8
"E02004146","Exmouth Withycombe Raleigh","Lower heat risk","Lowest heat risk",2,0,2,358,623,7
"E02004147","Exmouth Town","Lower heat risk","Highest heat risk",2,0,0,272,621,5
"E02004148","Exmouth Littleham","Lower heat risk","Medium heat risk",12,1,2,231,1739,5
"E02007027","Broadclyst, West Clyst & Stoke Canon","Lower heat risk","Lowest heat risk",3,0,4,880,819,8
"E02007028","Cranbrook","Lower heat risk","Lowest heat risk",0,0,0,759,13,8
"E02004697","Bentley & Holybourne","Lower heat risk","Lowest heat risk",6,0,6,268,736,8
"E02004698","Alton Westbrooke & Eastbrooke","High heat and enhanced risk","Highest heat risk",3,0,3,393,627,3
"E02004699","Alton Ashdell, Whitedown & Amery","Lower heat risk","Lowest heat risk",3,0,2,515,1288,8
"E02004700","Bordon Camp","Lower heat risk","Lowest heat risk",3,0,5,599,233,5
"E02004702","Bordon & Lindford","Lower heat risk","Lowest heat risk",5,0,0,427,556,4
"E02004703","Four Marks & Tisted","Lower heat risk","Lowest heat risk",4,0,2,509,1376,10
"E02004704","Whitehill & Selborne","Lower heat risk","Lowest heat risk",1,0,3,327,578,10
"E02004705","Liphook","Lower heat risk","Lowest heat risk",2,0,5,409,1161,8
"E02004706","Liss & Hawkley","Lower heat risk","Lowest heat risk",9,0,5,331,997,4
"E02004707","Petersfield North & East Meon","Lower heat risk","Lowest heat risk",4,0,6,402,1423,9
"E02004708","Petersfield South","Lower heat risk","Medium heat risk",0,2,2,488,948,9
"E02004709","Clanfield & Finchdean","High heat, not enhanced risk","Lowest heat risk",1,0,1,395,889,9
"E02004710","Horndean North","High heat, not enhanced risk","Lowest heat risk",1,0,3,315,673,10
"E02006829","Horndean South & Rowlands Castle","High heat, not enhanced risk","Lowest heat risk",8,1,1,330,1064,8
"E02006838","Headley Down & Grayshott","Lower heat risk","Lowest heat risk",3,0,2,284,1036,10
"E02004878","Buntingford & Great Hormead","High heat, not enhanced risk","Lowest heat risk",3,0,1,610,829,10
"E02004880","Bishop's Stortford West & Braughing","High heat, not enhanced risk","Lowest heat risk",1,0,8,650,729,9
"E02004881","Bishop's Stortford North","High heat, not enhanced risk","Lowest heat risk",1,0,2,400,649,10
"E02004882","Bishop's Stortford East","High heat, not enhanced risk","Lowest heat risk",1,0,0,401,610,7
"E02004883","Puckeridge & Thundridge","High heat, not enhanced risk","Lowest heat risk",0,0,1,299,534,9
"E02004884","Bishop's Stortford Central","High heat, not enhanced risk","Medium heat risk",1,0,3,575,601,8
"E02004885","Bishop's Stortford South","High heat, not enhanced risk","Lowest heat risk",2,0,2,419,557,9
"E02004886","Much Hadham & Hunsdon","High heat, not enhanced risk","Medium heat risk",1,0,1,389,550,7
"E02004887","Watton-at-Stone, Bramfield & Bayford","High heat, not enhanced risk","Lowest heat risk",0,0,3,324,708,10
"E02004888","Sawbridgeworth","High heat, not enhanced risk","Lowest heat risk",3,1,2,428,896,6
"E02004889","Ware East","High heat, not enhanced risk","Medium heat risk",6,0,2,639,1180,4
"E02004890","Ware West","High heat, not enhanced risk","Lowest heat risk",0,0,1,450,618,7
"E02004891","Hertford Bengeo","High heat, not enhanced risk","Lowest heat risk",2,0,5,461,772,10
"E02004892","Hertford West","High heat, not enhanced risk","Medium heat risk",1,0,2,456,346,5
"E02004893","Hertford Foxholes","High heat, not enhanced risk","Lowest heat risk",0,1,1,381,208,6
"E02004894","Hertford South","High heat, not enhanced risk","Medium heat risk",2,1,3,533,786,7
"E02004895","Hertford Heath & Stanstead St Margarets","High heat, not enhanced risk","Lowest heat risk",1,0,2,459,806,9
"E02007093","Datchworth, Walkern & Cottered","High heat, not enhanced risk","Lowest heat risk",1,0,3,389,811,9
"E02005424","Holton-le-Clay, Binbrook & Tetney","Lower heat risk","Medium heat risk",2,0,4,408,1318,6
"E02005425","Marshchapel, Somercotes & Grimoldby","Lower heat risk","Medium heat risk",0,0,3,237,836,8
"E02005426","Louth North & East","Lower heat risk","Medium heat risk",6,1,1,582,1169,2
"E02005427","Louth Central & South","Lower heat risk","Medium heat risk",8,0,3,237,829,5
"E02005428","Mablethorpe","Lower heat risk","Highest heat risk",10,0,2,300,1178,1
"E02005429","Sutton-on-Sea","Lower heat risk","Highest heat risk",5,0,1,130,1327,2
"E02005430","Wragby, Roughton & Ludford","High heat, not enhanced risk","Medium heat risk",1,0,1,221,994,6
"E02005431","Alford, Withern & Willoughby","Lower heat risk","Medium heat risk",9,0,1,314,1192,3
"E02005432","Little Cawthorpe & South Wolds","Lower heat risk","Medium heat risk",5,0,3,290,992,6
"E02005433","Ingoldmells & Chapel St Leonards","Lower heat risk","Highest heat risk",2,0,1,160,1078,1
"E02005434","Horncastle","High heat, not enhanced risk","Medium heat risk",4,0,2,382,996,3
"E02005435","Skegness North","Lower heat risk","Highest heat risk",3,0,0,378,933,2
"E02005436","Spilsby & Burgh le Marsh","Lower heat risk","Medium heat risk",8,0,4,256,1164,4
"E02005437","Skegness Town","Lower heat risk","Highest heat risk",6,2,4,283,548,1
"E02005438","Skegness South","Lower heat risk","Highest heat risk",1,0,1,389,804,2
"E02005439","Coningsby & Woodhall Spa","High heat, not enhanced risk","Lowest heat risk",5,0,4,532,1550,8
"E02005440","Wainfleet All Saints","Lower heat risk","Highest heat risk",1,0,1,206,652,4
"E02005441","Mareham, Sibsey & New Leake","High heat, not enhanced risk","Medium heat risk",1,0,2,297,1103,6
"E02002684","Bridlington North & Bempton","Lower heat risk","Medium heat risk",3,0,0,363,1869,8
"E02002685","Bridlington East & Flamborough","Lower heat risk","Medium heat risk",1,0,1,243,1317,7
"E02002686","Bridlington West","Lower heat risk","Highest heat risk",4,1,0,466,906,1
"E02002687","Bridlington Central","Lower heat risk","Highest heat risk",5,0,2,254,742,2
"E02002688","Bridlington Hilderthorpe","Lower heat risk","Highest heat risk",8,0,3,202,507,1
"E02002689","Burton Agnes, Rudston & Langtoft","Lower heat risk","Medium heat risk",2,0,1,185,759,4
"E02002691","Driffield West & Huggate","Lower heat risk","Lowest heat risk",2,0,1,311,1022,8
"E02002692","Stamford Bridge & Sutton Upon Derwent","Lower heat risk","Lowest heat risk",1,0,2,461,1039,6
"E02002693","Skipsea, Beeford & Brandesburton","Lower heat risk","Lowest heat risk",2,0,0,298,847,9
"E02002694","Pocklington","Lower heat risk","Lowest heat risk",4,0,3,667,1380,8
"E02002695","Hornsea","Lower heat risk","Medium heat risk",7,1,2,253,1300,3
